"wincol","name","strikes","takedowns","subattempts","pospass","weightclass","result","round","time"
"0","JASON SAGGO","29","6","0","7","Lightweight","S-DEC","3","5:00"
"1","CHRIS KELADES","50","2","1","5","Flyweight","U-DEC","3","5:00"
"0","PADDY HOLOHAN","26","3","0","4","Flyweight","U-DEC","3","5:00"
"1","ALBERT TUMENOV","4","0","0","0","Welterweight","KO/TKO","1","1:03"
"0","MATT DWYER","0","0","0","0","Welterweight","KO/TKO","1","1:03"
"1","RICK STORY","168","1","0","0","Welterweight","S-DEC","5","5:00"
"0","GUNNAR NELSON","53","1","0","0","Welterweight","S-DEC","5","5:00"
"1","MAX HOLLOWAY","31","0","0","0","Featherweight","KO/TKO","1","3:11"
"0","AKIRA CORASSANI","11","0","0","0","Featherweight","KO/TKO","1","3:11"
"1","JAN BLACHOWICZ","13","0","0","0","Light Heavyweight","KO/TKO","1","1:58"
"0","ILIR LATIFI","2","0","0","0","Light Heavyweight","KO/TKO","1","1:58"
"1","MIKE WILKINSON","6","0","0","0","Featherweight","KO/TKO","1","1:19"
"0","NIKLAS BACKSTROM","7","0","0","0","Featherweight","KO/TKO","1","1:19"
"1","MAGNUS CEDENBLAD","23","3","0","1","Middleweight","U-DEC","3","5:00"
"0","SCOTT ASKHAM","42","0","0","0","Middleweight","U-DEC","3","5:00"
"1","NICO MUSOKE","70","0","0","0","Welterweight","U-DEC","3","5:00"
"0","ALEXANDER YAKOVLEV","44","0","0","0","Welterweight","U-DEC","3","5:00"
"1","DENNIS SIVER","33","3","1","15","Featherweight","U-DEC","3","5:00"
"0","CHARLES ROSA","22","2","1","1","Featherweight","U-DEC","3","5:00"
"1","CATHAL PENDRED","55","1","0","1","Welterweight","S-DEC","3","5:00"
"0","GASAN UMALATOV","38","0","0","0","Welterweight","S-DEC","3","5:00"
"1","KRZYSZTOF JOTKO","74","1","0","0","Middleweight","U-DEC","3","5:00"
"0","TOR TROENG","15","0","0","0","Middleweight","U-DEC","3","5:00"
"1","MAIRBEK TAISUMOV","9","0","0","0","Lightweight","KO/TKO","1","1:01"
"0","MARCIN BANDEL","3","0","0","0","Lightweight","KO/TKO","1","1:01"
"1","ZUBAIRA TUKHUGOV","40","0","0","0","Featherweight","KO/TKO","1","4:21"
"0","ERNEST CHAVEZ","12","0","0","0","Featherweight","KO/TKO","1","4:21"
"1","DEMETRIOUS JOHNSON","27","1","2","4","Flyweight","SUB","2","2:29"
"0","CHRIS CARIASO","6","0","0","0","Flyweight","SUB","2","2:29"
"1","DONALD CERRONE","88","0","0","1","Lightweight","U-DEC","3","5:00"
"0","EDDIE ALVAREZ","48","0","0","0","Lightweight","U-DEC","3","5:00"
"1","CONOR MCGREGOR","9","0","0","0","Featherweight","KO/TKO","1","1:46"
"0","DUSTIN POIRIER","10","0","0","0","Featherweight","KO/TKO","1","1:46"
"1","YOEL ROMERO","39","3","0","1","Middleweight","KO/TKO","3","0:58"
"0","TIM KENNEDY","30","0","1","0","Middleweight","KO/TKO","3","0:58"
"1","CAT ZINGANO","40","3","3","5","Women's Bantamweight","KO/TKO","3","1:21"
"0","AMANDA NUNES","22","1","0","1","Women's Bantamweight","KO/TKO","3","1:21"
"1","DOMINICK CRUZ","26","2","0","1","Bantamweight","KO/TKO","1","1:01"
"0","TAKEYA MIZUGAKI","2","0","0","0","Bantamweight","KO/TKO","1","1:01"
"1","JORGE MASVIDAL","69","2","0","2","Lightweight","U-DEC","3","5:00"
"0","JAMES KRAUSE","58","0","0","0","Lightweight","U-DEC","3","5:00"
"1","STEPHEN THOMPSON","64","0","0","0","Welterweight","U-DEC","3","5:00"
"0","PATRICK COTE","53","0","0","0","Welterweight","U-DEC","3","5:00"
"1","BRIAN EBERSOLE","49","1","0","2","Welterweight","S-DEC","3","5:00"
"0","JOHN HOWARD","42","2","0","2","Welterweight","S-DEC","3","5:00"
"1","KEVIN LEE","74","4","0","3","Lightweight","U-DEC","3","5:00"
"0","JON TUCK","30","0","2","0","Lightweight","U-DEC","3","5:00"
"1","MANVEL GAMBURYAN","11","2","1","0","Bantamweight","SUB","2","4:56"
"0","CODY GIBSON","49","1","0","3","Bantamweight","SUB","2","4:56"
"1","MARK HUNT","32","0","0","0","Heavyweight","KO/TKO","2","3:00"
"0","ROY NELSON","20","1","0","1","Heavyweight","KO/TKO","2","3:00"
"1","MYLES JURY","10","0","0","0","Lightweight","KO/TKO","1","1:32"
"0","TAKANORI GOMI","1","0","0","0","Lightweight","KO/TKO","1","1:32"
"1","YOSHIHIRO AKIYAMA","57","2","0","3","Welterweight","U-DEC","3","5:00"
"0","AMIR SADOLLAH","42","0","0","0","Welterweight","U-DEC","3","5:00"
"1","MIESHA TATE","55","1","0","0","Women's Bantamweight","U-DEC","3","5:00"
"0","RIN NAKAI","16","3","0","2","Women's Bantamweight","U-DEC","3","5:00"
"1","KIICHI KUNIMOTO","36","1","0","1","Welterweight","S-DEC","3","5:00"
"0","RICHARD WALSH","59","0","0","0","Welterweight","S-DEC","3","5:00"
"1","KYOJI HORIGUCHI","31","0","0","1","Flyweight","KO/TKO","1","3:48"
"0","JON DELOS REYES","13","0","0","0","Flyweight","KO/TKO","1","3:48"
"1","MASANORI KANEHARA","32","2","2","1","Bantamweight","U-DEC","3","5:00"
"0","ALEX CACERES","24","0","0","0","Bantamweight","U-DEC","3","5:00"
"1","KATSUNORI KIKUNO","32","1","1","0","Featherweight","SUB","2","1:38"
"0","SAM SICILIA","36","0","0","0","Featherweight","SUB","2","1:38"
"1","HYUN GYU LIM","10","0","0","0","Welterweight","KO/TKO","1","1:18"
"0","TAKENORI SATO","1","0","0","0","Welterweight","KO/TKO","1","1:18"
"1","KYUNG HO KANG","21","0","2","10","Bantamweight","S-DEC","3","5:00"
"0","MICHINORI TANAKA","22","3","0","4","Bantamweight","S-DEC","3","5:00"
"1","JOHNNY CASE","13","0","0","0","Lightweight","SUB","2","2:34"
"0","KAZUKI TOKUDOME","12","1","0","1","Lightweight","SUB","2","2:34"
"1","MAXIMO BLANCO","132","3","0","1","Featherweight","U-DEC","3","5:00"
"0","DAN HOOKER","99","0","0","0","Featherweight","U-DEC","3","5:00"
"1","ANDREI ARLOVSKI","13","0","0","0","Heavyweight","KO/TKO","1","2:59"
"0","ANTONIO SILVA","6","0","0","0","Heavyweight","KO/TKO","1","2:59"
"1","GLEISON TIBAU","30","5","0","0","Lightweight","S-DEC","3","5:00"
"0","PIOTR HALLMANN","52","0","0","0","Lightweight","S-DEC","3","5:00"
"1","LEONARDO SANTOS","36","2","0","6","Lightweight","U-DEC","3","5:00"
"0","EFRAIN ESCUDERO","43","0","0","0","Lightweight","U-DEC","3","5:00"
"1","SANTIAGO PONZINIBBIO","10","0","0","0","Welterweight","KO/TKO","1","1:20"
"0","WENDELL OLIVEIRA","8","0","0","0","Welterweight","KO/TKO","1","1:20"
"1","IURI ALCANTARA","27","2","0","3","Bantamweight","U-DEC","3","5:00"
"0","RUSSELL DOANE","14","6","0","1","Bantamweight","U-DEC","3","5:00"
"1","JESSICA ANDRADE","19","1","2","6","Women's Bantamweight","SUB","1","4:33"
"0","LARISSA PACHECO","6","0","0","0","Women's Bantamweight","SUB","1","4:33"
"1","GODOFREDO PEPEY","8","0","2","0","Featherweight","SUB","1","4:29"
"0","DASHON JOHNSON","7","1","0","0","Featherweight","SUB","1","4:29"
"1","GEORGE SULLIVAN","43","1","0","3","Welterweight","KO/TKO","2","2:31"
"0","IGOR ARAUJO","8","2","0","0","Welterweight","KO/TKO","2","2:31"
"1","FRANCISCO TRINALDO","36","0","0","1","Lightweight","U-DEC","3","5:00"
"0","LEANDRO SILVA","26","4","1","4","Lightweight","U-DEC","3","5:00"
"1","SEAN SPENCER","63","1","0","5","Welterweight","U-DEC","3","5:00"
"0","PAULO THIAGO","36","0","0","0","Welterweight","U-DEC","3","5:00"
"1","RANI YAHYA","13","3","2","3","Bantamweight","SUB","2","2:04"
"0","JOHNNY BEDFORD","9","0","0","3","Bantamweight","SUB","2","2:04"
"1","JACARE SOUZA","32","4","1","7","Middleweight","SUB","3","4:30"
"0","GEGARD MOUSASI","26","0","0","0","Middleweight","SUB","3","4:30"
"1","BEN ROTHWELL","17","0","0","0","Heavyweight","KO/TKO","1","2:19"
"0","ALISTAIR OVEREEM","20","0","0","0","Heavyweight","KO/TKO","1","2:19"
"1","MATT MITRIONE","7","0","0","0","Heavyweight","KO/TKO","1","0:41"
"0","DERRICK LEWIS","1","0","0","0","Heavyweight","KO/TKO","1","0:41"
"1","JOE LAUZON","21","2","0","1","Lightweight","KO/TKO","2","2:14"
"0","MICHAEL CHIESA","30","1","0","1","Lightweight","KO/TKO","2","2:14"
"1","JOHN MORAGA","4","0","3","0","Flyweight","SUB","2","0:47"
"0","JUSTIN SCOGGINS","13","3","0","6","Flyweight","SUB","2","0:47"
"1","AL IAQUINTA","93","0","0","0","Lightweight","KO/TKO","3","2:26"
"0","RODRIGO DAMM","57","0","0","0","Lightweight","KO/TKO","3","2:26"
"1","RAFAEL NATAL","36","2","0","0","Middleweight","S-DEC","3","5:00"
"0","CHRIS CAMOZZI","67","0","0","0","Middleweight","S-DEC","3","5:00"
"1","CHRIS BEAL","45","3","1","5","Bantamweight","U-DEC","3","5:00"
"0","TATEKI MATSUDA","41","0","0","1","Bantamweight","U-DEC","3","5:00"
"1","CHAS SKELLY","13","4","7","8","Featherweight","U-DEC","3","5:00"
"0","SEAN SORIANO","24","0","0","0","Featherweight","U-DEC","3","5:00"
"1","TJ DILLASHAW","151","2","0","1","Bantamweight","KO/TKO","5","2:20"
"0","JOE SOTO","62","0","0","0","Bantamweight","KO/TKO","5","2:20"
"1","TONY FERGUSON","23","0","1","0","Lightweight","S-DEC","3","5:00"
"0","DANNY CASTILLO","23","2","1","3","Lightweight","S-DEC","3","5:00"
"1","BETHE CORREIA","68","0","0","0","Women's Bantamweight","KO/TKO","2","1:56"
"0","SHAYNA BASZLER","8","1","1","0","Women's Bantamweight","KO/TKO","2","1:56"
"1","DIEGO FERREIRA","25","0","2","0","Lightweight","KO/TKO","2","1:53"
"0","RAMSEY NIJEM","18","2","0","1","Lightweight","KO/TKO","2","1:53"
"1","YANCY MEDEIROS","29","0","2","0","Lightweight","SUB","2","1:54"
"0","DAMON JACKSON","20","0","0","0","Lightweight","SUB","2","1:54"
"1","DEREK BRUNSON","12","4","1","7","Middleweight","U-DEC","3","5:00"
"0","LORENZ LARKIN","20","0","0","0","Middleweight","U-DEC","3","5:00"
"1","ANTHONY HAMILTON","60","5","0","3","Heavyweight","KO/TKO","2","4:17"
"0","RUAN POTTS","10","0","0","0","Heavyweight","KO/TKO","2","4:17"
"1","CHRIS WADE","0","1","1","1","Lightweight","SUB","1","1:12"
"0","CAIN CARRIZOSA","0","0","0","0","Lightweight","SUB","1","1:12"
"1","RAFAEL DOS ANJOS","18","0","0","0","Lightweight","KO/TKO","1","2:31"
"0","BENSON HENDERSON","10","0","0","0","Lightweight","KO/TKO","1","2:31"
"1","JORDAN MEIN","10","0","0","0","Welterweight","KO/TKO","1","1:12"
"0","MIKE PYLE","2","0","0","0","Welterweight","KO/TKO","1","1:12"
"1","THALES LEITES","18","0","0","0","Middleweight","KO/TKO","2","0:20"
"0","FRANCIS CARMONT","18","0","0","0","Middleweight","KO/TKO","2","0:20"
"1","MAX HOLLOWAY","124","0","0","4","Catch Weight","KO/TKO","3","3:47"
"0","CLAY COLLARD","70","1","0","0","Catch Weight","KO/TKO","3","3:47"
"1","JAMES VICK","77","0","0","0","Lightweight","U-DEC","3","5:00"
"0","VALMIR LAZARO","91","4","0","1","Lightweight","U-DEC","3","5:00"
"1","CHAS SKELLY","2","1","1","4","Featherweight","SUB","1","2:35"
"0","TOM NIINIMAKI","1","0","1","0","Featherweight","SUB","1","2:35"
"1","NEIL MAGNY","39","3","0","2","Welterweight","U-DEC","3","5:00"
"0","ALEX GARCIA","5","3","0","2","Welterweight","U-DEC","3","5:00"
"1","BENEIL DARIUSH","26","2","1","2","Lightweight","SUB","2","3:38"
"0","TONY MARTIN","34","1","0","1","Lightweight","SUB","2","3:38"
"1","MATT HOBAR","63","6","0","6","Bantamweight","U-DEC","3","5:00"
"0","AARON PHILLIPS","38","0","0","0","Bantamweight","U-DEC","3","5:00"
"1","BEN SAUNDERS","4","0","2","0","Welterweight","SUB","1","2:18"
"0","CHRIS HEATHERLY","4","1","0","1","Welterweight","SUB","1","2:18"
"1","WILSON REIS","22","9","1","9","Flyweight","U-DEC","3","5:00"
"0","JOBY SANCHEZ","20","0","0","1","Flyweight","U-DEC","3","5:00"
"1","MICHAEL BISPING","92","0","0","0","Middleweight","KO/TKO","4","0:57"
"0","CUNG LE","38","0","0","0","Middleweight","KO/TKO","4","0:57"
"1","TYRON WOODLEY","13","0","0","0","Welterweight","KO/TKO","1","1:01"
"0","DONG HYUN KIM","2","0","0","0","Welterweight","KO/TKO","1","1:01"
"1","ZHANG LIPENG","19","2","1","3","Lightweight","U-DEC","3","5:00"
"0","BRENDAN O'REILLY","15","0","0","1","Lightweight","U-DEC","3","5:00"
"1","NING GUANGYOU","31","2","1","3","Featherweight","U-DEC","3","5:00"
"0","JIANPING YANG","21","1","0","1","Featherweight","U-DEC","3","5:00"
"1","SAI WANG","64","0","0","0","Welterweight","U-DEC","3","5:00"
"0","DANNY MITCHELL","58","0","1","0","Welterweight","U-DEC","3","5:00"
"1","ALBERTO MINA","34","0","0","1","Welterweight","KO/TKO","1","4:17"
"0","SHINSHO ANZAI","31","1","0","1","Welterweight","KO/TKO","1","4:17"
"1","ULKA SASAKI","5","0","1","1","Bantamweight","SUB","1","1:06"
"0","ROLAND DELORME","1","0","0","0","Bantamweight","SUB","1","1:06"
"1","COLBY COVINGTON","11","2","0","8","Welterweight","KO/TKO","1","4:50"
"0","AN YING WANG","0","0","0","0","Welterweight","KO/TKO","1","4:50"
"1","ROYSTON WEE","18","3","0","4","Bantamweight","S-DEC","3","5:00"
"0","YAO ZHIKUI","27","0","0","0","Bantamweight","S-DEC","3","5:00"
"1","MILANA DUDIEVA","11","2","0","2","Women's Bantamweight","S-DEC","3","5:00"
"0","ELIZABETH PHILLIPS","25","0","0","1","Women's Bantamweight","S-DEC","3","5:00"
"1","RYAN BADER","24","9","1","5","Light Heavyweight","U-DEC","5","5:00"
"0","OVINCE SAINT PREUX","24","2","0","1","Light Heavyweight","U-DEC","5","5:00"
"1","ROSS PEARSON","26","0","0","0","Lightweight","KO/TKO","2","1:35"
"0","GRAY MAYNARD","15","2","0","0","Lightweight","KO/TKO","2","1:35"
"1","TIM BOETSCH","14","1","0","0","Middleweight","KO/TKO","2","3:18"
"0","BRAD TAVARES","24","0","0","0","Middleweight","KO/TKO","2","3:18"
"1","ALAN JOUBAN","25","0","0","0","Welterweight","KO/TKO","1","4:23"
"0","SETH BACZYNSKI","25","1","0","0","Welterweight","KO/TKO","1","4:23"
"1","SHAWN JORDAN","32","3","0","4","Heavyweight","KO/TKO","3","2:03"
"0","JACK MAY","20","0","0","0","Heavyweight","KO/TKO","3","2:03"
"1","THIAGO TAVARES","18","2","1","2","Featherweight","SUB","1","4:27"
"0","ROBERT PERALTA","0","0","0","0","Featherweight","SUB","1","4:27"
"1","JUSSIER FORMIGA","11","2","0","3","Flyweight","U-DEC","3","5:00"
"0","ZACH MAKOVSKY","25","1","0","1","Flyweight","U-DEC","3","5:00"
"1","SARA MCMANN","38","5","0","3","Women's Bantamweight","S-DEC","3","5:00"
"0","LAUREN MURPHY","48","0","0","0","Women's Bantamweight","S-DEC","3","5:00"
"1","TOM WATSON","85","0","0","0","Middleweight","U-DEC","3","5:00"
"0","SAM ALVEY","82","0","0","0","Middleweight","U-DEC","3","5:00"
"1","FRANKIE SAENZ","67","5","0","2","Bantamweight","U-DEC","3","5:00"
"0","NOLAN TICMAN","25","0","0","0","Bantamweight","U-DEC","3","5:00"
"1","ROBBIE LAWLER","80","2","0","2","Welterweight","U-DEC","5","5:00"
"0","MATT BROWN","82","2","0","0","Welterweight","U-DEC","5","5:00"
"1","ANTHONY JOHNSON","8","0","0","0","Light Heavyweight","KO/TKO","1","0:44"
"0","ANTONIO ROGERIO NOGUEIRA","0","0","0","0","Light Heavyweight","KO/TKO","1","0:44"
"1","DENNIS BERMUDEZ","47","2","1","2","Featherweight","SUB","2","2:57"
"0","CLAY GUIDA","28","0","0","0","Featherweight","SUB","2","2:57"
"1","BOBBY GREEN","59","0","0","0","Lightweight","S-DEC","3","5:00"
"0","JOSH THOMSON","45","0","0","0","Lightweight","S-DEC","3","5:00"
"1","JORGE MASVIDAL","51","2","2","2","Lightweight","U-DEC","3","5:00"
"0","DARON CRUICKSHANK","19","2","1","1","Lightweight","U-DEC","3","5:00"
"1","PATRICK CUMMINS","73","10","0","8","Light Heavyweight","U-DEC","3","5:00"
"0","KYLE KINGSBURY","22","0","0","0","Light Heavyweight","U-DEC","3","5:00"
"1","TIM MEANS","85","1","0","0","Welterweight","U-DEC","3","5:00"
"0","HERNANI PERPETUO","61","0","0","0","Welterweight","U-DEC","3","5:00"
"1","CONOR MCGREGOR","18","1","0","1","Featherweight","KO/TKO","1","4:05"
"0","DIEGO BRANDAO","9","0","1","0","Featherweight","KO/TKO","1","4:05"
"1","GUNNAR NELSON","13","1","1","1","Welterweight","SUB","2","4:48"
"0","ZAK CUMMINGS","18","0","0","0","Welterweight","SUB","2","4:48"
"1","IAN MCCALL","56","3","0","4","Flyweight","U-DEC","3","5:00"
"0","BRAD PICKETT","22","0","0","0","Flyweight","U-DEC","3","5:00"
"1","NORMAN PARKE","34","2","0","2","Lightweight","KO/TKO","2","3:41"
"0","NAOYUKI KOTANI","8","0","0","0","Lightweight","KO/TKO","2","3:41"
"1","ILIR LATIFI","16","1","0","0","Light Heavyweight","KO/TKO","1","2:07"
"0","CHRIS DEMPSEY","1","0","0","0","Light Heavyweight","KO/TKO","1","2:07"
"1","NEIL SEERY","60","2","0","1","Flyweight","U-DEC","3","5:00"
"0","PHIL HARRIS","40","2","0","0","Flyweight","U-DEC","3","5:00"
"1","CATHAL PENDRED","11","3","1","1","Middleweight","SUB","2","3:33"
"0","MIKE KING","38","1","2","3","Middleweight","SUB","2","3:33"
"1","TREVOR SMITH","42","2","2","6","Middleweight","U-DEC","3","5:00"
"0","TOR TROENG","26","1","0","2","Middleweight","U-DEC","3","5:00"
"1","NIKITA KRYLOV","42","0","0","2","Light Heavyweight","KO/TKO","1","4:57"
"0","CODY DONOVAN","21","1","2","2","Light Heavyweight","KO/TKO","1","4:57"
"1","PADDY HOLOHAN","10","0","1","2","Flyweight","SUB","1","3:06"
"0","JOSHUA SAMPO","3","0","1","0","Flyweight","SUB","1","3:06"
"1","DONALD CERRONE","37","0","0","0","Lightweight","KO/TKO","2","3:31"
"0","JIM MILLER","30","1","0","0","Lightweight","KO/TKO","2","3:31"
"1","EDSON BARBOZA","10","0","0","0","Lightweight","KO/TKO","1","3:06"
"0","EVAN DUNHAM","10","0","0","0","Lightweight","KO/TKO","1","3:06"
"1","RICK STORY","24","3","1","8","Welterweight","SUB","2","2:12"
"0","LEONARDO MAFRA","11","0","0","0","Welterweight","SUB","2","2:12"
"1","JOE PROCTOR","25","0","0","0","Lightweight","KO/TKO","2","3:27"
"0","JUSTIN SALAS","35","0","0","0","Lightweight","KO/TKO","2","3:27"
"1","JOHN LINEKER","133","2","0","0","Flyweight","KO/TKO","3","4:51"
"0","ALPTEKIN OZKILIC","88","1","0","1","Flyweight","KO/TKO","3","4:51"
"1","LUCAS MARTINS","53","0","0","0","Featherweight","KO/TKO","3","2:08"
"0","ALEX WHITE","42","0","0","0","Featherweight","KO/TKO","3","2:08"
"1","GLEISON TIBAU","44","4","0","2","Lightweight","U-DEC","3","5:00"
"0","PAT HEALY","54","0","0","0","Lightweight","U-DEC","3","5:00"
"1","LESLIE SMITH","36","0","0","0","Women's Bantamweight","KO/TKO","1","2:24"
"0","JESSAMYN DUKE","16","0","0","0","Women's Bantamweight","KO/TKO","1","2:24"
"1","ALJAMAIN STERLING","62","4","0","5","Bantamweight","KO/TKO","3","3:50"
"0","HUGO VIANA","15","0","0","0","Bantamweight","KO/TKO","3","3:50"
"1","YOSDENIS CEDENO","13","0","0","1","Lightweight","KO/TKO","1","5:00"
"0","JERROD SANDERS","2","0","0","0","Lightweight","KO/TKO","1","5:00"
"1","CLAUDIA GADELHA","70","5","2","5","Women's Strawweight","U-DEC","3","5:00"
"0","TINA LAHDEMAKI","29","0","0","0","Women's Strawweight","U-DEC","3","5:00"
"1","FRANKIE EDGAR","90","3","0","3","Featherweight","KO/TKO","3","4:16"
"0","BJ PENN","13","0","0","0","Featherweight","KO/TKO","3","4:16"
"1","COREY ANDERSON","24","2","0","0","Light Heavyweight","KO/TKO","1","1:01"
"0","MATT VAN BUREN","2","0","0","0","Light Heavyweight","KO/TKO","1","1:01"
"1","EDDIE GORDON","22","0","0","0","Middleweight","KO/TKO","1","1:11"
"0","DHIEGO LIMA","5","0","0","0","Middleweight","KO/TKO","1","1:11"
"1","DERRICK LEWIS","6","1","0","0","Heavyweight","KO/TKO","1","3:30"
"0","GUTO INOCENTE","6","0","0","0","Heavyweight","KO/TKO","1","3:30"
"1","DUSTIN ORTIZ","39","2","0","3","Flyweight","S-DEC","3","5:00"
"0","JUSTIN SCOGGINS","24","5","3","1","Flyweight","S-DEC","3","5:00"
"1","KEVIN LEE","49","4","0","3","Lightweight","S-DEC","3","5:00"
"0","JESSE RONSON","48","1","1","0","Lightweight","S-DEC","3","5:00"
"1","LEANDRO ISSA","44","2","3","5","Bantamweight","SUB","3","3:49"
"0","JUMABIEKE TUERXUN","33","0","0","0","Bantamweight","SUB","3","3:49"
"1","ADRIANO MARTINS","9","0","0","0","Lightweight","KO/TKO","1","2:21"
"0","JUAN PUIG","13","0","0","0","Lightweight","KO/TKO","1","2:21"
"1","PATRICK WALSH","11","5","3","7","Light Heavyweight","U-DEC","3","5:00"
"0","DANIEL SPOHN","24","0","2","2","Light Heavyweight","U-DEC","3","5:00"
"1","SARAH MORAS","15","1","0","0","Catch Weight","U-DEC","3","5:00"
"0","ALEXIS DUFRESNE","12","3","0","7","Catch Weight","U-DEC","3","5:00"
"1","CHRIS WEIDMAN","65","5","0","2","Middleweight","U-DEC","5","5:00"
"0","LYOTO MACHIDA","58","0","0","0","Middleweight","U-DEC","5","5:00"
"1","RONDA ROUSEY","14","1","0","1","Women's Bantamweight","KO/TKO","1","0:16"
"0","ALEXIS DAVIS","2","0","0","0","Women's Bantamweight","KO/TKO","1","0:16"
"1","URIAH HALL","42","1","1","0","Middleweight","U-DEC","3","5:00"
"0","THIAGO SANTOS","44","0","0","0","Middleweight","U-DEC","3","5:00"
"1","RUSSELL DOANE","24","3","0","2","Bantamweight","S-DEC","3","5:00"
"0","MARCUS BRIMAGE","27","2","0","0","Bantamweight","S-DEC","3","5:00"
"1","URIJAH FABER","20","5","1","1","Bantamweight","SUB","3","1:09"
"0","ALEX CACERES","20","0","0","0","Bantamweight","SUB","3","1:09"
"1","KENNY ROBERTSON","70","3","2","3","Welterweight","U-DEC","3","5:00"
"0","ILDEMAR ALCANTARA","22","1","0","0","Welterweight","U-DEC","3","5:00"
"1","BRUNO SANTOS","25","4","0","7","Middleweight","S-DEC","3","5:00"
"0","CHRIS CAMOZZI","42","0","1","0","Middleweight","S-DEC","3","5:00"
"1","ROB FONT","12","0","0","0","Bantamweight","KO/TKO","1","2:19"
"0","GEORGE ROOP","10","0","0","0","Bantamweight","KO/TKO","1","2:19"
"1","LUKE ZACHRICH","66","1","0","0","Middleweight","U-DEC","3","5:00"
"0","GUILHERME VASCONCELOS","49","0","0","0","Middleweight","U-DEC","3","5:00"
"1","CUB SWANSON","87","0","0","0","Featherweight","U-DEC","5","5:00"
"0","JEREMY STEPHENS","65","2","0","0","Featherweight","U-DEC","5","5:00"
"1","KELVIN GASTELUM","67","0","0","0","Welterweight","U-DEC","3","5:00"
"0","NICO MUSOKE","36","2","0","1","Welterweight","U-DEC","3","5:00"
"1","CEZAR FERREIRA","20","2","0","1","Middleweight","U-DEC","3","5:00"
"0","ANDREW CRAIG","16","0","0","0","Middleweight","U-DEC","3","5:00"
"1","RICARDO LAMAS","33","2","1","2","Featherweight","U-DEC","3","5:00"
"0","HACRAN DIAS","31","2","0","0","Featherweight","U-DEC","3","5:00"
"1","CLINT HESTER","40","1","0","0","Middleweight","S-DEC","3","5:00"
"0","ANTONIO BRAGA NETO","16","3","0","7","Middleweight","S-DEC","3","5:00"
"1","JOE ELLENBERGER","22","3","2","1","Lightweight","S-DEC","3","5:00"
"0","JAMES MOONTASRI","35","0","0","1","Lightweight","S-DEC","3","5:00"
"1","DIEGO FERREIRA","7","1","1","1","Lightweight","SUB","1","0:38"
"0","COLTON SMITH","2","0","0","0","Lightweight","SUB","1","0:38"
"1","CODY GIBSON","3","0","0","0","Bantamweight","KO/TKO","1","0:38"
"0","JOHNNY BEDFORD","7","0","0","0","Bantamweight","KO/TKO","1","0:38"
"1","MARCELO GUIMARAES","78","3","0","0","Middleweight","S-DEC","3","5:00"
"0","ANDY ENZ","42","0","0","0","Middleweight","S-DEC","3","5:00"
"1","RAY BORG","2","1","2","2","Flyweight","SUB","1","2:17"
"0","SHANE HOWELL","0","0","0","0","Flyweight","SUB","1","2:17"
"1","ALEKSEI OLEINIK","10","1","1","1","Heavyweight","SUB","1","2:18"
"0","ANTHONY HAMILTON","6","0","0","0","Heavyweight","SUB","1","2:18"
"1","NATE MARQUARDT","17","2","1","2","Middleweight","SUB","1","4:34"
"0","JAMES TE HUNA","6","0","0","0","Middleweight","SUB","1","4:34"
"1","JARED ROSHOLT","43","1","0","2","Heavyweight","U-DEC","3","5:00"
"0","SOA PALELEI","11","0","0","1","Heavyweight","U-DEC","3","5:00"
"1","CHARLES OLIVEIRA","24","3","2","0","Featherweight","SUB","2","4:32"
"0","HATSU HIOKI","11","3","0","6","Featherweight","SUB","2","4:32"
"1","ROBERT WHITTAKER","66","1","0","1","Welterweight","U-DEC","3","5:00"
"0","MIKE RHODES","47","0","0","0","Welterweight","U-DEC","3","5:00"
"1","JAKE MATTHEWS","60","4","1","4","Lightweight","SUB","3","3:16"
"0","DASHON JOHNSON","11","0","1","0","Lightweight","SUB","3","3:16"
"1","RICHIE VACULIK","27","4","2","7","Flyweight","U-DEC","3","5:00"
"0","ROLDAN SANGCHA-AN","36","1","0","1","Flyweight","U-DEC","3","5:00"
"1","VIK GRUJIC","15","1","0","2","Welterweight","KO/TKO","1","4:55"
"0","CHRIS INDICH","14","1","0","0","Welterweight","KO/TKO","1","4:55"
"1","NEIL MAGNY","30","2","0","0","Welterweight","KO/TKO","2","2:32"
"0","RODRIGO DE LIMA","5","1","2","3","Welterweight","KO/TKO","2","2:32"
"1","DAN HOOKER","12","0","0","0","Featherweight","KO/TKO","1","3:34"
"0","IAN ENTWISTLE","1","0","3","0","Featherweight","KO/TKO","1","3:34"
"1","GIAN VILLANTE","93","0","0","0","Light Heavyweight","S-DEC","3","5:00"
"0","SEAN O'CONNELL","109","0","2","0","Light Heavyweight","S-DEC","3","5:00"
"1","DEMETRIOUS JOHNSON","133","0","0","0","Flyweight","U-DEC","5","5:00"
"0","ALI BAGAUTINOV","36","2","0","0","Flyweight","U-DEC","5","5:00"
"1","RORY MACDONALD","49","1","0","1","Welterweight","U-DEC","3","5:00"
"0","TYRON WOODLEY","26","0","0","0","Welterweight","U-DEC","3","5:00"
"1","RYAN BADER","53","7","0","2","Light Heavyweight","U-DEC","3","5:00"
"0","RAFAEL FEIJAO","10","0","0","0","Light Heavyweight","U-DEC","3","5:00"
"1","ANDREI ARLOVSKI","12","0","0","0","Heavyweight","S-DEC","3","5:00"
